sender,receiver,time,weight
72,154,5,9.0
72,336,5,1.0
72,496,5,0.5
72,498,5,0.5
72,549,5,1.5
75,433,5,0.5
78,2,5,1.0
78,72,5,0.5
78,214,5,3.0
78,285,5,1.5
78,287,5,0.5
78,303,5,5.5
78,336,5,6.0
78,458,5,1.0
78,519,5,4.5
79,195,5,3.0
79,283,5,0.5
82,22,5,72.5
82,47,5,43.5
82,52,5,1.0
82,67,5,4.5
82,119,5,0.5
82,169,5,0.5
82,172,5,0.5
82,205,5,0.5
82,214,5,21.5
82,283,5,232.5
82,292,5,2.0
82,308,5,0.5
82,343,5,1.5
82,353,5,1.0
82,389,5,11.5
82,428,5,0.5
82,444,5,0.5
82,446,5,0.5
82,474,5,0.5
82,492,5,0.5
82,524,5,52.0
82,529,5,18.0
82,532,5,12.5
82,552,5,1.5
82,592,5,0.5
83,52,5,0.5
83,67,5,0.5
83,90,5,8.0
83,118,5,0.5
83,280,5,2.5
83,349,5,0.5
83,420,5,0.5
83,464,5,14.0
83,482,5,0.5
83,520,5,0.5
83,529,5,0.5
83,552,5,0.5
83,553,5,0.5
83,575,5,0.5
87,576,5,10.5
90,3,5,2.5
90,16,5,4.0
90,22,5,0.5
90,41,5,2.5
90,52,5,1.0
90,54,5,1.5
90,83,5,8.0
90,134,5,30.0
90,448,5,42.5
90,464,5,291.0
90,544,5,7.0
90,552,5,0.5
98,391,5,1.0
98,433,5,0.5
100,16,5,1.0
100,29,5,1.0
100,49,5,0.5
100,175,5,0.5
100,206,5,1.5
100,265,5,0.5
100,303,5,1.0
100,389,5,0.5
100,490,5,0.5
100,524,5,1.5
101,228,5,0.5
105,15,5,2.0
105,22,5,1.5
105,208,5,0.5
105,429,5,8.0
105,495,5,1.5
105,498,5,7.5
107,343,5,19.5
107,512,5,4.0
107,525,5,2.0
110,140,5,0.5
114,10,5,7.5
114,154,5,5.0
116,463,5,0.5
116,471,5,1.5
118,15,5,0.5
118,61,5,1.5
118,83,5,0.5
118,129,5,26.5
118,166,5,0.5
118,170,5,1.5
118,172,5,1.5
118,178,5,9.0
118,241,5,0.5
118,253,5,0.5
118,280,5,0.5
118,420,5,0.5
118,434,5,0.5
118,452,5,0.5
118,463,5,0.5
118,468,5,1.0
118,474,5,0.5
118,496,5,0.5
118,549,5,24.5
118,594,5,1.0
119,15,5,2.5
119,66,5,6.5
119,67,5,1.0
119,82,5,0.5
119,372,5,0.5
119,415,5,4.0
120,244,5,5.5
122,420,5,0.5
129,22,5,1.0
129,26,5,0.5
129,61,5,0.5
129,72,5,0.5
129,118,5,26.5
129,172,5,0.5
129,200,5,2.0
129,241,5,2.0
129,280,5,579.0
129,354,5,0.5
129,366,5,1.0
129,379,5,0.5
129,387,5,0.5
129,391,5,1.0
129,447,5,1.5
129,452,5,0.5
129,474,5,51.0
129,515,5,0.5
129,525,5,0.5
129,529,5,0.5
129,533,5,0.5
129,544,5,14.0
129,558,5,6.0
129,574,5,1.0
129,594,5,5.5
132,175,5,0.5
132,343,5,0.5
134,90,5,30.0
135,292,5,41.5
139,379,5,1.0
139,526,5,8.0
140,110,5,0.5
145,558,5,3.0
146,2,5,7.5
146,336,5,2.5
147,36,5,41.5
147,175,5,36.0
147,214,5,4.0
147,353,5,2.5
147,380,5,0.5
147,491,5,0.5
147,552,5,7.5
154,72,5,9.0
154,114,5,5.0
154,280,5,0.5
154,549,5,2.0
163,2,5,2.5
163,336,5,33.0
166,3,5,44.0
166,22,5,33.5
166,31,5,4.0
166,54,5,4.0
166,61,5,2.0
166,118,5,0.5
166,172,5,1.5
166,280,5,0.5
166,334,5,1.5
166,492,5,1.0
166,533,5,1.0
166,576,5,1.5
166,594,5,2.0
169,47,5,0.5
169,82,5,0.5
169,252,5,0.5
169,455,5,0.5
169,474,5,0.5
169,492,5,0.5
170,16,5,0.5
170,118,5,1.5
170,208,5,1.5
170,343,5,0.5
170,468,5,0.5
172,31,5,2.0
172,47,5,0.5
172,61,5,2.0
172,66,5,0.5
172,82,5,0.5
172,118,5,1.5
172,129,5,0.5
172,166,5,1.5
172,195,5,0.5
172,389,5,3.0
172,492,5,2.0
172,495,5,1.0
172,522,5,0.5
172,533,5,1.5
172,594,5,1.0
175,16,5,0.5
175,36,5,92.5
175,41,5,0.5
175,100,5,0.5
175,132,5,0.5
175,147,5,36.0
175,195,5,0.5
175,285,5,0.5
175,353,5,11.0
175,379,5,0.5
175,380,5,1.5
175,389,5,0.5
175,498,5,0.5
175,505,5,0.5
175,552,5,23.0
176,310,5,5.5
176,366,5,2.0
177,252,5,2.0
177,283,5,2.5
178,16,5,0.5
178,27,5,0.5
178,41,5,1.0
178,118,5,9.0
178,244,5,0.5
178,474,5,1.0
178,553,5,1.0
184,306,5,2.0
185,208,5,1.0
185,561,5,0.5
190,41,5,0.5
190,341,5,0.5
191,2,5,10.0
191,336,5,6.0
193,456,5,4.0
193,592,5,4.0
193,594,5,3.5
195,49,5,0.5
195,79,5,3.0
195,172,5,0.5
195,175,5,0.5
195,254,5,1.5
195,452,5,5.0
195,552,5,0.5
195,558,5,3.0
197,285,5,4.5
197,391,5,0.5
198,280,5,0.5
198,561,5,0.5
200,15,5,12.5
200,61,5,1.5
200,129,5,2.0
200,254,5,1.0
200,334,5,1.5
200,389,5,0.5
200,420,5,23.0
200,576,5,1.5
202,52,5,0.5
202,258,5,3.5
202,280,5,80.5
202,389,5,0.5
202,435,5,6.0
202,464,5,407.5
202,468,5,0.5
202,558,5,1.0
202,594,5,1.5
205,15,5,0.5
205,36,5,0.5
205,61,5,0.5
205,67,5,0.5
205,82,5,0.5
205,230,5,3.0
205,244,5,0.5
205,379,5,5.0
205,448,5,43.5
205,456,5,0.5
205,519,5,0.5
205,552,5,2.5
205,566,5,0.5
206,100,5,1.5
206,515,5,5.0
208,105,5,0.5
208,170,5,1.5
208,185,5,1.0
208,302,5,0.5
208,306,5,1.5
208,346,5,1.0
208,575,5,0.5
213,266,5,8.0
213,341,5,8.5
214,15,5,0.5
214,17,5,0.5
214,54,5,0.5
214,78,5,3.0
214,82,5,21.5
214,147,5,4.0
214,389,5,1.0
214,519,5,60.5
214,520,5,1.0
218,15,5,0.5
218,31,5,2.0
218,280,5,1.0
218,285,5,8.5
218,293,5,21.5
218,366,5,0.5
218,492,5,2.5
218,506,5,1.0
218,576,5,0.5
221,252,5,1.0
221,258,5,8.5
221,283,5,1.0
221,306,5,1.0
221,366,5,0.5
221,428,5,1.0
222,22,5,2.0
224,539,5,0.5
228,22,5,4.0
228,101,5,0.5
228,590,5,1.5
230,205,5,3.0
233,52,5,1.5
233,264,5,1.5
234,16,5,0.5
234,244,5,2.0
234,280,5,0.5
234,292,5,1.0
234,303,5,0.5
234,323,5,1.0
234,346,5,1.0
234,353,5,25.5
234,395,5,6.5
234,433,5,1.0
234,463,5,2.0
234,482,5,2.0
234,505,5,1.0
240,280,5,1.0
240,283,5,0.5
240,346,5,1.0
240,352,5,71.5
240,427,5,0.5
240,455,5,0.5
240,475,5,1.0
241,118,5,0.5
241,129,5,2.0
241,519,5,0.5
243,303,5,0.5
243,354,5,0.5
243,362,5,0.5
243,433,5,1.5
243,463,5,2.5
244,16,5,2.5
244,41,5,3.0
244,49,5,1.0
244,67,5,2.0
244,120,5,5.5
244,178,5,0.5
244,205,5,0.5
244,234,5,2.0
244,252,5,0.5
244,353,5,9.5
244,366,5,0.5
244,433,5,1.0
244,468,5,1.0
244,492,5,0.5
244,497,5,0.5
244,549,5,1.0
244,552,5,0.5
244,575,5,1.0
252,3,5,0.5
252,22,5,0.5
252,169,5,0.5
252,177,5,2.0
252,221,5,1.0
252,244,5,0.5
252,283,5,70.5
252,455,5,1.5
252,515,5,0.5
253,1,5,34.0
253,15,5,72.0
253,31,5,1.0
253,118,5,0.5
253,285,5,5.5
253,293,5,1.5
253,302,5,1.0
253,374,5,21.0
253,492,5,1.5
253,561,5,19.0
254,195,5,1.5
254,200,5,1.0
254,389,5,3.0
254,524,5,0.5
254,526,5,1.5
254,558,5,0.5
258,3,5,0.5
258,10,5,0.5
258,45,5,1.5
258,52,5,3.5
258,202,5,3.5
258,221,5,8.5
258,280,5,5.0
258,292,5,0.5
258,310,5,0.5
258,313,5,2.0
258,354,5,1.0
258,389,5,0.5
258,428,5,7.0
258,492,5,0.5
258,549,5,4.5
258,594,5,5.0
259,569,5,35.0
260,61,5,5.5
264,233,5,1.5
265,52,5,0.5
265,100,5,0.5
265,302,5,0.5
265,305,5,0.5
265,492,5,0.5
266,213,5,8.0
266,341,5,6.0
272,529,5,30.5
280,83,5,2.5
280,118,5,0.5
280,129,5,579.0
280,154,5,0.5
280,166,5,0.5
280,198,5,0.5
280,202,5,80.5
280,218,5,1.0
280,234,5,0.5
280,240,5,1.0
280,258,5,5.0
280,283,5,0.5
280,285,5,0.5
280,354,5,2.0
280,366,5,2.0
280,379,5,0.5
280,380,5,0.5
280,413,5,0.5
280,417,5,0.5
280,427,5,0.5
280,435,5,17.0
280,456,5,0.5
280,494,5,6.0
280,506,5,2.5
280,544,5,4.5
280,558,5,3.5
280,574,5,0.5
280,592,5,17.0
280,594,5,1.5
283,19,5,1.0
283,67,5,1.5
283,79,5,0.5
283,82,5,232.5
283,177,5,2.5
283,221,5,1.0
283,240,5,0.5
283,252,5,70.5
283,280,5,0.5
283,292,5,1.5
283,389,5,2.5
283,428,5,0.5
283,520,5,0.5
283,524,5,127.0
283,529,5,67.5
283,532,5,11.0
283,552,5,0.5
285,1,5,3.0
285,15,5,2.5
285,31,5,4.0
285,78,5,1.5
285,175,5,0.5
285,197,5,4.5
285,218,5,8.5
285,253,5,5.5
285,280,5,0.5
285,293,5,13.0
285,492,5,6.0
285,524,5,0.5
286,292,5,0.5
286,525,5,0.5
286,552,5,0.5
287,78,5,0.5
287,413,5,18.5
292,17,5,0.5
292,52,5,2.0
292,67,5,16.5
292,82,5,2.0
292,135,5,41.5
292,234,5,1.0
292,258,5,0.5
292,283,5,1.5
292,286,5,0.5
292,302,5,0.5
292,337,5,3.0
292,389,5,4.0
292,417,5,7.0
292,427,5,1.5
292,428,5,1.0
292,432,5,2.0
292,433,5,1.0
292,468,5,0.5
292,480,5,4.0
292,524,5,0.5
292,529,5,9.0
292,549,5,1.0
292,566,5,0.5
292,575,5,3.5
293,218,5,21.5
293,253,5,1.5
293,285,5,13.0
300,323,5,7.0
302,15,5,2.0
302,31,5,0.5
302,208,5,0.5
302,253,5,1.0
302,265,5,0.5
302,292,5,0.5
302,349,5,1.5
302,389,5,27.5
302,446,5,0.5
302,485,5,17.5
302,492,5,0.5
302,497,5,0.5
302,520,5,1.0
302,561,5,1.0
303,49,5,1.5
303,78,5,5.5
303,100,5,1.0
303,234,5,0.5
303,243,5,0.5
303,323,5,0.5
303,458,5,80.5
305,265,5,0.5
305,529,5,0.5
305,532,5,8.0
306,184,5,2.0
306,208,5,1.5
306,221,5,1.0
306,505,5,1.0
308,82,5,0.5
308,310,5,0.5
308,552,5,0.5
309,310,5,3.5
309,353,5,0.5
309,389,5,1.5
310,15,5,1.0
310,61,5,0.5
310,176,5,5.5
310,258,5,0.5
310,308,5,0.5
310,309,5,3.5
310,366,5,0.5
310,389,5,0.5
310,420,5,33.5
310,427,5,2.0
310,468,5,0.5
310,474,5,10.0
310,475,5,1.5
310,485,5,1.5
310,506,5,2.0
310,525,5,3.5
310,544,5,0.5
310,576,5,2.5
313,3,5,1.5
313,258,5,2.0
313,395,5,1.5
313,526,5,7.5
319,391,5,0.5
319,544,5,0.5
323,2,5,0.5
323,234,5,1.0
323,300,5,7.0
323,303,5,0.5
323,346,5,2.0
323,433,5,1.0
323,458,5,1.0
323,495,5,0.5
323,498,5,0.5
328,349,5,0.5
333,433,5,5.5
333,575,5,5.0
334,54,5,1.0
334,61,5,1.0
334,166,5,1.5
334,200,5,1.5
334,395,5,0.5
334,480,5,0.5
334,526,5,0.5
334,576,5,10.0
336,53,5,1.5
336,72,5,1.0
336,78,5,6.0
336,146,5,2.5
336,163,5,33.0
336,191,5,6.0
336,413,5,0.5
336,433,5,0.5
336,458,5,2.5
336,463,5,1.5
336,495,5,0.5
336,520,5,0.5
336,549,5,1.0
336,561,5,1.5
337,292,5,3.0
337,433,5,1.5
337,575,5,2.0
341,190,5,0.5
341,213,5,8.5
341,266,5,6.0
341,366,5,8.5
343,67,5,1.0
343,82,5,1.5
343,107,5,19.5
343,132,5,0.5
343,170,5,0.5
343,350,5,0.5
343,403,5,1.0
343,519,5,0.5
343,549,5,5.5
343,552,5,2.5
345,19,5,7.5
345,29,5,4.0
345,468,5,5.0
345,475,5,0.5
346,29,5,0.5
346,54,5,0.5
346,61,5,0.5
346,208,5,1.0
346,234,5,1.0
346,240,5,1.0
346,323,5,2.0
346,353,5,1.5
346,389,5,1.0
346,433,5,172.5
346,446,5,0.5
346,463,5,29.0
346,549,5,1.0
346,561,5,0.5
349,83,5,0.5
349,302,5,1.5
349,328,5,0.5
349,350,5,0.5
349,411,5,1.0
349,529,5,1.0
349,549,5,3.0
349,561,5,4.5
350,17,5,4.0
350,67,5,1.5
350,343,5,0.5
350,349,5,0.5
350,417,5,1.0
350,433,5,4.0
350,448,5,1.5
350,466,5,1.0
352,240,5,71.5
352,433,5,1.5
353,36,5,5.0
353,54,5,0.5
353,82,5,1.0
353,147,5,2.5
353,175,5,11.0
353,234,5,25.5
353,244,5,9.5
353,309,5,0.5
353,346,5,1.5
353,380,5,0.5
353,435,5,0.5
353,552,5,3.5
353,561,5,3.0
354,49,5,0.5
354,129,5,0.5
354,243,5,0.5
354,258,5,1.0
354,280,5,2.0
354,366,5,1.0
354,506,5,1.0
357,378,5,1.0
359,592,5,0.5
362,243,5,0.5
366,21,5,0.5
366,45,5,25.5
366,129,5,1.0
366,176,5,2.0
366,218,5,0.5
366,221,5,0.5
366,244,5,0.5
366,280,5,2.0
366,310,5,0.5
366,341,5,8.5
366,354,5,1.0
366,389,5,2.0
366,395,5,1.0
366,427,5,6.5
366,428,5,18.0
366,446,5,17.5
366,448,5,1.0
366,493,5,0.5
366,506,5,21.5
366,524,5,0.5
366,549,5,19.5
372,119,5,0.5
374,15,5,13.0
374,253,5,21.0
374,561,5,5.0
378,357,5,1.0
379,9,5,0.5
379,129,5,0.5
379,139,5,1.0
379,175,5,0.5
379,205,5,5.0
379,280,5,0.5
379,561,5,0.5
380,36,5,1.0
380,147,5,0.5
380,175,5,1.5
380,280,5,0.5
380,353,5,0.5
380,520,5,0.5
380,552,5,1.0
387,129,5,0.5
387,413,5,1.0
387,446,5,1.0
387,490,5,1.0
389,31,5,1.0
389,41,5,0.5
389,54,5,0.5
389,61,5,1.0
389,67,5,7.0
389,82,5,11.5
389,100,5,0.5
389,172,5,3.0
389,175,5,0.5
389,200,5,0.5
389,202,5,0.5
389,214,5,1.0
389,254,5,3.0
389,258,5,0.5
389,283,5,2.5
389,292,5,4.0
389,302,5,27.5
389,309,5,1.5
389,310,5,0.5
389,346,5,1.0
389,366,5,2.0
389,391,5,3.5
389,413,5,0.5
389,428,5,6.0
389,485,5,5.5
389,492,5,3.0
389,524,5,1.5
389,525,5,0.5
389,529,5,1.5
389,549,5,17.5
389,552,5,0.5
389,566,5,0.5
389,575,5,1.0
389,576,5,2.0
391,3,5,0.5
391,98,5,1.0
391,129,5,1.0
391,197,5,0.5
391,319,5,0.5
391,389,5,3.5
391,455,5,8.0
391,576,5,99.0
393,36,5,4.0
393,405,5,1.0
393,552,5,1.0
395,2,5,2.0
395,22,5,0.5
395,234,5,6.5
395,313,5,1.5
395,334,5,0.5
395,366,5,1.0
395,417,5,0.5
395,444,5,1.5
395,446,5,0.5
395,448,5,0.5
395,456,5,1.0
395,458,5,3.5
395,482,5,0.5
395,506,5,0.5
395,525,5,3.0
395,526,5,3.5
395,552,5,65.0
395,553,5,0.5
395,558,5,18.0
395,576,5,1.5
395,592,5,1.5
402,492,5,8.0
403,343,5,1.0
405,393,5,1.0
411,27,5,1.0
411,349,5,1.0
411,491,5,1.5
413,48,5,6.0
413,280,5,0.5
413,287,5,18.5
413,336,5,0.5
413,387,5,1.0
413,389,5,0.5
413,448,5,0.5
415,119,5,4.0
417,21,5,0.5
417,280,5,0.5
417,292,5,7.0
417,350,5,1.0
417,395,5,0.5
417,475,5,2.0
417,494,5,0.5
417,552,5,2.0
417,594,5,3.5
420,15,5,5.0
420,31,5,2.5
420,61,5,3.5
420,83,5,0.5
420,118,5,0.5
420,122,5,0.5
420,200,5,23.0
420,310,5,33.5
420,427,5,4.5
420,474,5,11.0
420,475,5,11.5
420,506,5,21.5
420,525,5,2.5
420,576,5,15.0
427,15,5,2.0
427,31,5,7.0
427,61,5,2.0
427,240,5,0.5
427,280,5,0.5
427,292,5,1.5
427,310,5,2.0
427,366,5,6.5
427,420,5,4.5
427,446,5,4.0
427,474,5,70.0
427,475,5,1.5
427,482,5,0.5
427,505,5,0.5
427,506,5,7.5
427,525,5,1.5
427,575,5,1.0
427,576,5,37.0
428,45,5,21.0
428,52,5,0.5
428,67,5,1.5
428,82,5,0.5
428,221,5,1.0
428,258,5,7.0
428,283,5,0.5
428,292,5,1.0
428,366,5,18.0
428,389,5,6.0
428,524,5,0.5
428,529,5,0.5
428,549,5,197.0
428,552,5,0.5
428,558,5,0.5
429,105,5,8.0
432,292,5,2.0
432,553,5,2.0
433,17,5,70.5
433,61,5,2.0
433,67,5,0.5
433,75,5,0.5
433,98,5,0.5
433,234,5,1.0
433,243,5,1.5
433,244,5,1.0
433,292,5,1.0
433,323,5,1.0
433,333,5,5.5
433,336,5,0.5
433,337,5,1.5
433,346,5,172.5
433,350,5,4.0
433,352,5,1.5
433,463,5,45.5
433,466,5,9.0
433,468,5,0.5
433,491,5,3.0
433,529,5,0.5
433,539,5,0.5
433,575,5,3.5
434,118,5,0.5
435,202,5,6.0
435,280,5,17.0
435,353,5,0.5
435,450,5,51.0
435,461,5,0.5
435,494,5,4.5
444,17,5,21.0
444,82,5,0.5
444,395,5,1.5
444,448,5,0.5
444,456,5,6.5
444,458,5,7.5
444,525,5,9.0
444,526,5,5.0
444,552,5,38.5
444,576,5,1.5
444,592,5,2.0
446,15,5,0.5
446,31,5,5.5
446,36,5,1.5
446,54,5,0.5
446,61,5,18.0
446,82,5,0.5
446,302,5,0.5
446,346,5,0.5
446,366,5,17.5
446,387,5,1.0
446,395,5,0.5
446,427,5,4.0
446,456,5,3.0
446,552,5,1.0
446,561,5,1.0
447,129,5,1.5
447,537,5,0.5
448,15,5,0.5
448,90,5,42.5
448,205,5,43.5
448,350,5,1.5
448,366,5,1.0
448,395,5,0.5
448,413,5,0.5
448,444,5,0.5
448,464,5,32.5
448,482,5,1.0
448,508,5,1.5
448,526,5,1.0
448,544,5,1.0
450,435,5,51.0
451,31,5,2.5
452,118,5,0.5
452,129,5,0.5
452,195,5,5.0
452,474,5,17.0
452,496,5,16.0
452,502,5,9.0
452,539,5,0.5
452,544,5,0.5
455,17,5,0.5
455,22,5,1.0
455,67,5,0.5
455,169,5,0.5
455,240,5,0.5
455,252,5,1.5
455,391,5,8.0
456,17,5,1.0
456,193,5,4.0
456,205,5,0.5
456,280,5,0.5
456,395,5,1.0
456,444,5,6.5
456,446,5,3.0
456,458,5,1.5
456,474,5,0.5
456,483,5,5.5
456,525,5,2.0
456,526,5,23.5
456,543,5,23.5
456,552,5,3.0
456,558,5,13.0
456,592,5,21.5
458,52,5,0.5
458,78,5,1.0
458,303,5,80.5
458,323,5,1.0
458,336,5,2.5
458,395,5,3.5
458,444,5,7.5
458,456,5,1.5
458,519,5,0.5
458,525,5,0.5
458,526,5,2.5
458,552,5,1.5
458,558,5,7.0
458,576,5,2.0
458,592,5,11.5
461,45,5,1.0
461,435,5,0.5
461,492,5,0.5
463,2,5,1.5
463,116,5,0.5
463,118,5,0.5
463,234,5,2.0
463,243,5,2.5
463,336,5,1.5
463,346,5,29.0
463,433,5,45.5
463,466,5,2.0
463,506,5,8.5
463,535,5,3.0
463,544,5,2.0
463,594,5,6.5
464,16,5,3.0
464,22,5,0.5
464,27,5,0.5
464,29,5,2.0
464,41,5,3.5
464,54,5,3.0
464,83,5,14.0
464,90,5,291.0
464,202,5,407.5
464,448,5,32.5
464,544,5,19.0
464,558,5,1.0
464,561,5,2.5
464,566,5,4.0
464,569,5,0.5
464,592,5,0.5
466,350,5,1.0
466,433,5,9.0
466,463,5,2.0
466,544,5,25.5
466,575,5,0.5
466,594,5,53.5
468,16,5,1.0
468,118,5,1.0
468,170,5,0.5
468,202,5,0.5
468,244,5,1.0
468,292,5,0.5
468,310,5,0.5
468,345,5,5.0
468,433,5,0.5
468,496,5,0.5
471,116,5,1.5
474,15,5,5.5
474,31,5,6.5
474,47,5,0.5
474,52,5,0.5
474,54,5,4.0
474,61,5,3.0
474,82,5,0.5
474,118,5,0.5
474,129,5,51.0
474,169,5,0.5
474,178,5,1.0
474,310,5,10.0
474,420,5,11.0
474,427,5,70.0
474,452,5,17.0
474,456,5,0.5
474,475,5,31.5
474,496,5,10.5
474,502,5,3.0
474,506,5,12.5
474,515,5,0.5
474,525,5,1.5
474,576,5,42.0
475,15,5,4.0
475,31,5,3.0
475,41,5,0.5
475,61,5,2.0
475,240,5,1.0
475,310,5,1.5
475,345,5,0.5
475,417,5,2.0
475,420,5,11.5
475,427,5,1.5
475,474,5,31.5
475,494,5,0.5
475,506,5,5.5
475,525,5,3.0
475,529,5,0.5
475,576,5,3.0
480,61,5,22.5
480,292,5,4.0
480,334,5,0.5
482,21,5,0.5
482,83,5,0.5
482,234,5,2.0
482,395,5,0.5
482,427,5,0.5
482,448,5,1.0
482,552,5,1.0
483,456,5,5.5
485,302,5,17.5
485,310,5,1.5
485,389,5,5.5
488,496,5,3.5
490,19,5,1.0
490,100,5,0.5
490,387,5,1.0
490,493,5,4.0
490,498,5,0.5
490,552,5,0.5
491,67,5,0.5
491,147,5,0.5
491,411,5,1.5
491,433,5,3.0
492,2,5,0.5
492,31,5,2.0
492,54,5,20.0
492,61,5,1.5
492,82,5,0.5
492,166,5,1.0
492,169,5,0.5
492,172,5,2.0
492,218,5,2.5
492,244,5,0.5
492,253,5,1.5
492,258,5,0.5
492,265,5,0.5
492,285,5,6.0
492,302,5,0.5
492,389,5,3.0
492,402,5,8.0
492,461,5,0.5
492,497,5,0.5
492,520,5,1.0
492,566,5,0.5
492,594,5,1.5
493,45,5,2.5
493,366,5,0.5
493,490,5,4.0
494,52,5,0.5
494,280,5,6.0
494,417,5,0.5
494,435,5,4.5
494,475,5,0.5
495,17,5,0.5
495,49,5,0.5
495,105,5,1.5
495,172,5,1.0
495,323,5,0.5
495,336,5,0.5
496,72,5,0.5
496,118,5,0.5
496,452,5,16.0
496,468,5,0.5
496,474,5,10.5
496,488,5,3.5
496,502,5,19.0
496,594,5,1.0
497,244,5,0.5
497,302,5,0.5
497,492,5,0.5
497,502,5,194.0
497,506,5,5.5
498,22,5,3.0
498,72,5,0.5
498,105,5,7.5
498,175,5,0.5
498,323,5,0.5
498,490,5,0.5
498,505,5,0.5
498,529,5,1.0
498,560,5,95.5
498,576,5,0.5
502,452,5,9.0
502,474,5,3.0
502,496,5,19.0
502,497,5,194.0
502,506,5,9.5
505,175,5,0.5
505,234,5,1.0
505,306,5,1.0
505,427,5,0.5
505,498,5,0.5
506,15,5,31.5
506,31,5,8.0
506,61,5,3.0
506,218,5,1.0
506,280,5,2.5
506,310,5,2.0
506,354,5,1.0
506,366,5,21.5
506,395,5,0.5
506,420,5,21.5
506,427,5,7.5
506,463,5,8.5
506,474,5,12.5
506,475,5,5.5
506,497,5,5.5
506,502,5,9.5
506,525,5,4.0
506,561,5,0.5
506,576,5,9.0
506,594,5,0.5
508,448,5,1.5
512,107,5,4.0
512,525,5,219.5
515,7,5,3.5
515,129,5,0.5
515,206,5,5.0
515,252,5,0.5
515,474,5,0.5
515,532,5,5.5
517,558,5,7.5
519,78,5,4.5
519,205,5,0.5
519,214,5,60.5
519,241,5,0.5
519,343,5,0.5
519,458,5,0.5
520,83,5,0.5
520,214,5,1.0
520,283,5,0.5
520,302,5,1.0
520,336,5,0.5
520,380,5,0.5
520,492,5,1.0
520,549,5,2.5
520,561,5,1.0
522,172,5,0.5
522,592,5,1.0
524,45,5,2.5
524,49,5,7.5
524,82,5,52.0
524,100,5,1.5
524,254,5,0.5
524,283,5,127.0
524,285,5,0.5
524,292,5,0.5
524,366,5,0.5
524,389,5,1.5
524,428,5,0.5
524,529,5,412.5
524,532,5,21.5
525,15,5,2.0
525,31,5,4.5
525,52,5,0.5
525,61,5,3.0
525,107,5,2.0
525,129,5,0.5
525,286,5,0.5
525,310,5,3.5
525,389,5,0.5
525,395,5,3.0
525,420,5,2.5
525,427,5,1.5
525,444,5,9.0
525,456,5,2.0
525,458,5,0.5
525,474,5,1.5
525,475,5,3.0
525,506,5,4.0
525,512,5,219.5
525,526,5,31.0
525,552,5,2.5
525,558,5,11.0
525,576,5,3.5
525,592,5,3.0
526,15,5,0.5
526,17,5,1.5
526,139,5,8.0
526,254,5,1.5
526,313,5,7.5
526,334,5,0.5
526,395,5,3.5
526,444,5,5.0
526,448,5,1.0
526,456,5,23.5
526,458,5,2.5
526,525,5,31.0
526,552,5,7.0
526,558,5,7.5
526,576,5,2.0
526,592,5,3.5
529,17,5,0.5
529,38,5,1.0
529,45,5,3.5
529,49,5,0.5
529,82,5,18.0
529,83,5,0.5
529,129,5,0.5
529,272,5,30.5
529,283,5,67.5
529,292,5,9.0
529,305,5,0.5
529,349,5,1.0
529,389,5,1.5
529,428,5,0.5
529,433,5,0.5
529,475,5,0.5
529,498,5,1.0
529,524,5,412.5
529,532,5,6.5
532,19,5,0.5
532,82,5,12.5
532,283,5,11.0
532,305,5,8.0
532,515,5,5.5
532,524,5,21.5
532,529,5,6.5
533,129,5,0.5
533,166,5,1.0
533,172,5,1.5
535,463,5,3.0
537,447,5,0.5
539,17,5,0.5
539,61,5,0.5
539,224,5,0.5
539,433,5,0.5
539,452,5,0.5
543,456,5,23.5
544,15,5,0.5
544,27,5,2.5
544,54,5,1.5
544,61,5,1.0
544,90,5,7.0
544,129,5,14.0
544,280,5,4.5
544,310,5,0.5
544,319,5,0.5
544,448,5,1.0
544,452,5,0.5
544,463,5,2.0
544,464,5,19.0
544,466,5,25.5
544,594,5,138.5
549,2,5,0.5
549,3,5,1.0
549,45,5,19.0
549,67,5,0.5
549,72,5,1.5
549,118,5,24.5
549,154,5,2.0
549,244,5,1.0
549,258,5,4.5
549,292,5,1.0
549,336,5,1.0
549,343,5,5.5
549,346,5,1.0
549,349,5,3.0
549,366,5,19.5
549,389,5,17.5
549,428,5,197.0
549,520,5,2.5
549,553,5,0.5
549,561,5,2.0
552,17,5,58.5
552,19,5,0.5
552,22,5,0.5
552,36,5,32.0
552,41,5,8.0
552,67,5,3.5
552,82,5,1.5
552,83,5,0.5
552,90,5,0.5
552,147,5,7.5
552,175,5,23.0
552,195,5,0.5
552,205,5,2.5
552,244,5,0.5
552,283,5,0.5
552,286,5,0.5
552,308,5,0.5
552,343,5,2.5
552,353,5,3.5
552,380,5,1.0
552,389,5,0.5
552,393,5,1.0
552,395,5,65.0
552,417,5,2.0
552,428,5,0.5
552,444,5,38.5
552,446,5,1.0
552,456,5,3.0
552,458,5,1.5
552,482,5,1.0
552,490,5,0.5
552,525,5,2.5
552,526,5,7.0
552,553,5,0.5
552,558,5,78.5
552,576,5,43.0
552,592,5,0.5
553,15,5,0.5
553,69,5,5.0
553,83,5,0.5
553,178,5,1.0
553,395,5,0.5
553,432,5,2.0
553,549,5,0.5
553,552,5,0.5
558,17,5,2.5
558,52,5,0.5
558,129,5,6.0
558,145,5,3.0
558,195,5,3.0
558,202,5,1.0
558,254,5,0.5
558,280,5,3.5
