sender,receiver,time,weight
74,353,2,1.5
74,354,2,0.5
74,364,2,0.5
74,385,2,0.5
74,416,2,0.5
74,417,2,1.0
74,446,2,0.5
74,450,2,2.0
74,552,2,1.0
74,569,2,0.5
75,35,2,9.5
75,47,2,6.0
75,82,2,2.0
75,99,2,1.0
75,174,2,1.0
75,255,2,1.0
75,269,2,10.5
75,282,2,0.5
75,306,2,1.5
75,312,2,0.5
75,340,2,12.0
75,345,2,2.0
75,353,2,2.5
75,354,2,0.5
75,366,2,2.0
75,367,2,1.0
75,417,2,2.5
75,421,2,9.5
75,429,2,1.5
75,434,2,0.5
75,454,2,3.0
76,57,2,3.5
76,551,2,1.0
77,14,2,81.0
77,38,2,1.0
77,167,2,23.5
77,178,2,2.0
77,181,2,0.5
77,207,2,0.5
77,279,2,4.0
77,285,2,15.0
77,309,2,15.0
77,310,2,1.5
77,333,2,12.0
77,336,2,1.0
77,350,2,14.5
77,353,2,3.5
77,359,2,1.0
77,366,2,1.0
77,552,2,2.5
78,45,2,4.5
78,57,2,0.5
78,66,2,0.5
78,74,2,0.5
78,85,2,0.5
78,120,2,20.5
78,132,2,0.5
78,166,2,0.5
78,170,2,0.5
78,198,2,1.5
78,247,2,12.0
78,254,2,1.5
78,262,2,4.0
78,286,2,1.0
78,299,2,4.5
78,345,2,4.5
78,366,2,20.5
78,389,2,1.0
78,405,2,7.0
78,447,2,0.5
78,590,2,0.5
82,75,2,2.0
82,99,2,2.0
82,105,2,3.0
82,132,2,0.5
82,169,2,0.5
82,214,2,11.0
82,234,2,0.5
82,255,2,0.5
82,258,2,1.0
82,343,2,0.5
82,399,2,0.5
83,118,2,5.5
83,132,2,0.5
83,245,2,4.5
83,347,2,1.5
83,398,2,3.0
83,432,2,2.0
83,446,2,6.0
85,45,2,0.5
85,60,2,84.0
85,74,2,11.0
85,78,2,0.5
85,157,2,1.0
85,215,2,0.5
85,228,2,11.0
85,244,2,3.5
85,334,2,0.5
85,346,2,0.5
85,569,2,1.0
86,17,2,5.0
86,31,2,1.0
86,72,2,5.5
86,147,2,0.5
86,154,2,0.5
86,242,2,0.5
86,285,2,64.0
86,290,2,3.5
86,313,2,4.0
86,336,2,2.5
86,343,2,0.5
86,349,2,8.5
86,434,2,3.5
86,576,2,2.0
90,8,2,1.0
90,12,2,21.0
90,61,2,0.5
90,67,2,2.5
90,105,2,2.0
90,118,2,1.0
90,138,2,1.0
90,174,2,1.0
90,178,2,6.5
90,181,2,10.5
90,194,2,0.5
90,239,2,11.0
90,272,2,45.0
90,274,2,3.0
90,279,2,2.0
90,302,2,1.5
90,314,2,4.0
90,341,2,1.0
90,366,2,2.5
90,383,2,0.5
90,413,2,0.5
90,427,2,1.0
90,436,2,2.0
90,552,2,1.5
91,67,2,1.5
91,92,2,0.5
91,364,2,2.0
91,416,2,0.5
92,67,2,0.5
92,91,2,0.5
92,250,2,2.0
92,349,2,2.0
92,416,2,0.5
92,440,2,0.5
93,190,2,5.5
93,200,2,2.0
93,213,2,1.5
93,254,2,0.5
93,305,2,2.0
93,384,2,18.5
93,436,2,0.5
93,444,2,2.5
93,537,2,1.0
96,31,2,0.5
96,198,2,7.0
99,15,2,2.0
99,60,2,0.5
99,66,2,2.0
99,75,2,1.0
99,82,2,2.0
99,138,2,0.5
99,157,2,28.5
99,202,2,2.5
99,234,2,0.5
99,252,2,2.5
99,282,2,0.5
99,308,2,0.5
99,343,2,0.5
99,353,2,0.5
99,433,2,0.5
100,36,2,1.0
100,67,2,2.0
100,113,2,4.0
100,114,2,6.0
100,118,2,0.5
100,138,2,0.5
100,148,2,8.5
100,159,2,0.5
100,252,2,0.5
100,253,2,1.5
100,255,2,0.5
100,272,2,9.5
100,280,2,0.5
100,288,2,1.5
100,300,2,11.5
100,319,2,2.5
100,356,2,25.5
100,391,2,0.5
101,1,2,0.5
101,45,2,1.0
101,118,2,0.5
101,122,2,1.0
101,141,2,1.0
101,219,2,2.5
101,233,2,1.5
101,250,2,0.5
101,253,2,0.5
101,254,2,0.5
101,290,2,0.5
101,368,2,0.5
103,308,2,0.5
104,72,2,15.0
104,154,2,24.5
104,242,2,33.0
104,434,2,30.5
105,57,2,2.5
105,66,2,53.0
105,72,2,1.0
105,82,2,3.0
105,90,2,2.0
105,132,2,2.0
105,142,2,0.5
105,174,2,0.5
105,185,2,0.5
105,187,2,0.5
105,199,2,0.5
105,202,2,0.5
105,212,2,0.5
105,228,2,1.5
105,234,2,1.5
105,239,2,2.5
105,252,2,0.5
105,256,2,2.0
105,280,2,1.0
105,286,2,0.5
105,287,2,0.5
105,299,2,0.5
105,343,2,3.5
105,356,2,0.5
105,379,2,0.5
105,392,2,1.0
105,415,2,23.0
105,416,2,1.5
105,429,2,1.0
105,435,2,1.0
105,456,2,1.0
107,15,2,0.5
107,113,2,2.5
107,456,2,1.0
109,3,2,58.0
109,26,2,1.0
109,67,2,0.5
109,112,2,0.5
109,207,2,0.5
109,234,2,0.5
109,255,2,0.5
109,345,2,2.0
109,377,2,4.0
112,3,2,1.5
112,45,2,9.0
112,109,2,0.5
112,170,2,0.5
113,37,2,11.0
113,100,2,4.0
113,107,2,2.5
113,129,2,2.0
113,190,2,2.5
113,255,2,0.5
113,331,2,0.5
113,354,2,2.5
113,356,2,1.0
113,366,2,14.0
113,401,2,1.5
113,473,2,5.5
113,590,2,0.5
114,100,2,6.0
114,148,2,3.0
114,154,2,10.5
114,319,2,0.5
116,14,2,4.0
116,37,2,0.5
116,346,2,2.5
118,31,2,2.5
118,61,2,0.5
118,64,2,0.5
118,67,2,3.5
118,83,2,5.5
118,90,2,1.0
118,100,2,0.5
118,101,2,0.5
118,170,2,6.5
118,178,2,8.5
118,190,2,1.0
118,212,2,0.5
118,239,2,3.0
118,279,2,1.5
118,286,2,1.5
118,293,2,0.5
118,302,2,0.5
118,323,2,1.5
118,341,2,0.5
118,349,2,0.5
118,354,2,7.5
118,359,2,0.5
118,399,2,0.5
118,427,2,1.0
118,434,2,22.0
118,576,2,0.5
119,66,2,7.5
119,415,2,1.0
120,45,2,3.0
120,74,2,6.5
120,78,2,20.5
120,142,2,0.5
120,262,2,2.0
120,341,2,0.5
120,345,2,2.5
120,384,2,1.0
120,387,2,1.0
120,486,2,1.5
120,499,2,0.5
121,60,2,0.5
121,64,2,1.5
121,166,2,0.5
121,174,2,38.0
121,287,2,0.5
121,310,2,12.5
121,349,2,1.5
122,37,2,0.5
122,45,2,1.5
122,101,2,1.0
122,154,2,1.0
122,250,2,0.5
122,254,2,1.5
122,279,2,0.5
122,340,2,1.0
122,341,2,6.5
122,353,2,1.0
122,420,2,0.5
122,537,2,2.5
123,198,2,2.0
123,384,2,56.0
125,37,2,7.0
125,346,2,3.0
127,558,2,0.5
129,2,2,1.0
129,60,2,0.5
129,113,2,2.0
129,211,2,39.5
129,242,2,2.5
129,258,2,0.5
129,260,2,2.5
129,280,2,99.5
130,446,2,48.0
130,535,2,19.0
132,57,2,0.5
132,78,2,0.5
132,82,2,0.5
132,83,2,0.5
132,105,2,2.0
132,166,2,0.5
132,170,2,4.0
132,209,2,0.5
132,239,2,3.0
132,250,2,1.0
132,279,2,1.0
132,308,2,0.5
132,340,2,25.0
132,357,2,6.0
132,399,2,0.5
132,447,2,0.5
132,551,2,1.0
133,385,2,1.0
133,467,2,0.5
134,1,2,1.0
134,253,2,1.0
135,37,2,8.5
135,61,2,2.0
135,212,2,0.5
135,341,2,1.0
135,346,2,17.0
135,441,2,1.5
136,3,2,0.5
137,60,2,5.5
137,336,2,2.0
138,90,2,1.0
138,99,2,0.5
138,100,2,0.5
138,148,2,0.5
138,154,2,1.5
138,239,2,1.5
138,240,2,0.5
138,272,2,1.0
138,279,2,0.5
138,282,2,0.5
138,308,2,1.0
138,319,2,1.0
138,327,2,0.5
138,356,2,0.5
138,389,2,0.5
138,435,2,0.5
138,552,2,3.0
139,61,2,0.5
139,72,2,2.0
140,31,2,0.5
140,61,2,1.0
140,188,2,0.5
140,255,2,2.5
140,334,2,1.0
140,416,2,0.5
141,42,2,0.5
141,60,2,0.5
141,101,2,1.0
141,185,2,0.5
141,212,2,0.5
141,213,2,40.0
141,254,2,0.5
141,262,2,0.5
141,341,2,25.5
141,389,2,0.5
141,427,2,0.5
141,436,2,4.5
142,31,2,0.5
142,36,2,0.5
142,38,2,261.5
142,74,2,0.5
142,105,2,0.5
142,120,2,0.5
142,154,2,1.0
142,192,2,1.0
142,253,2,0.5
142,272,2,257.5
142,286,2,0.5
142,288,2,0.5
142,297,2,0.5
142,310,2,0.5
142,323,2,1.0
142,349,2,0.5
142,385,2,1.0
142,405,2,0.5
142,467,2,0.5
142,558,2,0.5
143,239,2,11.5
145,558,2,0.5
146,2,2,3.0
146,60,2,1.5
146,243,2,3.5
147,31,2,2.0
147,64,2,4.0
147,86,2,0.5
147,154,2,2.0
147,174,2,9.5
147,223,2,0.5
147,349,2,1.5
147,391,2,0.5
147,435,2,2.5
148,100,2,8.5
148,114,2,3.0
148,138,2,0.5
148,356,2,32.0
148,368,2,0.5
153,252,2,4.0
153,331,2,15.5
154,31,2,0.5
154,38,2,0.5
154,60,2,4.5
154,72,2,25.5
154,86,2,0.5
154,104,2,24.5
154,114,2,10.5
154,122,2,1.0
154,138,2,1.5
154,142,2,1.0
154,147,2,2.0
154,165,2,2.0
154,242,2,13.5
154,253,2,0.5
154,282,2,0.5
154,297,2,0.5
154,336,2,3.5
154,343,2,1.0
154,349,2,0.5
154,434,2,2.5
154,435,2,8.5
154,576,2,0.5
155,590,2,1.5
157,85,2,1.0
157,99,2,28.5
157,195,2,1.0
157,214,2,3.0
157,280,2,4.0
157,341,2,2.5
157,343,2,1.0
157,357,2,0.5
157,385,2,0.5
157,440,2,27.0
157,569,2,3.0
159,3,2,0.5
159,100,2,0.5
159,286,2,0.5
159,324,2,0.5
159,414,2,0.5
159,423,2,37.0
159,430,2,1.0
160,198,2,4.0
160,364,2,1.5
160,427,2,0.5
161,31,2,27.0
163,239,2,2.0
164,446,2,1.0
165,154,2,2.0
165,323,2,0.5
165,336,2,1.0
165,353,2,1.5
165,444,2,1.0
166,22,2,6.0
166,26,2,3.0
166,78,2,0.5
166,121,2,0.5
166,132,2,0.5
166,180,2,2.0
166,199,2,2.5
166,202,2,1.0
166,212,2,0.5
166,214,2,3.0
166,233,2,0.5
166,243,2,4.0
166,385,2,1.0
166,417,2,1.5
167,6,2,64.0
167,77,2,23.5
167,178,2,8.0
167,181,2,11.5
167,285,2,24.5
167,435,2,2.5
169,42,2,18.0
169,82,2,0.5
169,222,2,1.0
169,306,2,0.5
169,335,2,1.0
169,385,2,0.5
169,444,2,42.5
170,1,2,1.5
170,47,2,2.5
170,57,2,1.0
170,78,2,0.5
170,112,2,0.5
170,118,2,6.5
170,132,2,4.0
170,185,2,1.0
170,196,2,1.5
170,213,2,0.5
170,247,2,3.5
170,252,2,24.5
170,262,2,0.5
170,279,2,1.5
170,299,2,1.0
170,310,2,0.5
170,336,2,0.5
170,341,2,0.5
170,343,2,0.5
170,357,2,18.5
170,387,2,0.5
170,446,2,1.0
170,551,2,4.0
172,57,2,0.5
172,207,2,3.5
172,244,2,0.5
172,250,2,2.5
172,308,2,1.5
174,30,2,0.5
174,47,2,5.5
174,64,2,3.5
174,69,2,30.5
174,74,2,0.5
174,75,2,1.0
174,90,2,1.0
174,105,2,0.5
174,121,2,38.0
174,147,2,9.5
174,202,2,0.5
174,234,2,36.5
174,293,2,1.5
174,340,2,1.0
174,345,2,2.0
174,349,2,16.0
174,353,2,5.0
174,364,2,2.0
174,366,2,6.5
174,367,2,0.5
174,399,2,34.5
174,417,2,3.0
174,418,2,7.5
174,446,2,3.0
174,456,2,0.5
174,552,2,0.5
176,310,2,1.5
176,350,2,0.5
176,364,2,0.5
177,341,2,2.5
178,38,2,0.5
178,49,2,0.5
178,67,2,2.0
178,77,2,2.0
178,90,2,6.5
178,118,2,8.5
178,167,2,8.0
178,181,2,3.0
178,285,2,3.0
178,314,2,1.0
178,331,2,1.0
178,435,2,0.5
179,391,2,0.5
179,486,2,1.5
180,166,2,2.0
180,202,2,2.0
180,243,2,3.0
180,310,2,0.5
181,42,2,1.5
181,77,2,0.5
181,90,2,10.5
181,167,2,11.5
181,178,2,3.0
181,250,2,3.0
181,265,2,7.0
181,285,2,6.5
181,356,2,3.0
181,433,2,1.0
181,551,2,1.0
182,15,2,0.5
182,354,2,1.0
185,4,2,1.5
185,43,2,1.5
185,105,2,0.5
185,141,2,0.5
185,170,2,1.0
185,234,2,0.5
185,240,2,1.5
185,250,2,0.5
185,252,2,3.0
185,254,2,1.5
185,262,2,0.5
185,286,2,7.0
185,302,2,2.0
185,336,2,1.0
185,353,2,1.0
185,576,2,1.5
187,37,2,0.5
187,105,2,0.5
187,334,2,0.5
188,45,2,0.5
188,74,2,0.5
188,140,2,0.5
188,255,2,0.5
188,287,2,0.5
188,416,2,1.0
190,31,2,13.5
190,33,2,0.5
190,53,2,0.5
190,93,2,5.5
190,113,2,2.5
190,118,2,1.0
190,208,2,22.5
190,255,2,0.5
190,264,2,1.0
190,274,2,2.5
190,302,2,0.5
190,322,2,0.5
190,336,2,0.5
190,444,2,7.5
190,576,2,2.0
191,31,2,1.5
192,21,2,0.5
192,31,2,0.5
192,142,2,1.0
192,199,2,1.0
192,214,2,15.5
192,239,2,14.0
192,354,2,0.5
192,359,2,0.5
192,407,2,2.0
192,569,2,0.5
193,34,2,4.0
193,310,2,1.0
193,368,2,3.0
193,383,2,3.5
194,90,2,0.5
194,243,2,4.0
194,346,2,4.5
195,41,2,0.5
195,157,2,1.0
195,310,2,9.0
195,353,2,0.5
195,385,2,0.5
196,38,2,6.0
196,42,2,0.5
196,170,2,1.5
196,233,2,0.5
196,239,2,1.0
196,274,2,0.5
196,286,2,1.0
196,323,2,0.5
196,353,2,2.5
196,356,2,2.0
196,357,2,8.5
196,433,2,0.5
196,446,2,1.0
197,12,2,0.5
197,245,2,5.5
197,393,2,1.0
197,420,2,5.0
198,9,2,0.5
198,27,2,0.5
198,57,2,0.5
198,67,2,0.5
198,78,2,1.5
198,96,2,7.0
198,123,2,2.0
198,160,2,4.0
198,253,2,4.0
198,269,2,1.5
198,305,2,2.0
198,310,2,0.5
198,364,2,0.5
198,366,2,2.5
198,388,2,2.0
199,26,2,5.0
199,31,2,0.5
199,35,2,0.5
199,57,2,0.5
199,66,2,0.5
199,105,2,0.5
199,166,2,2.5
199,192,2,1.0
199,212,2,1.0
199,214,2,2.0
199,233,2,2.0
199,239,2,1.0
199,240,2,3.0
199,285,2,0.5
199,399,2,0.5
199,428,2,3.0
200,93,2,2.0
200,254,2,30.5
200,302,2,21.5
200,305,2,1.5
200,385,2,4.0
200,389,2,46.0
202,16,2,0.5
202,36,2,17.0
202,72,2,0.5
202,99,2,2.5
202,105,2,0.5
202,166,2,1.0
202,174,2,0.5
202,180,2,2.0
202,209,2,3.5
202,228,2,1.5
202,239,2,0.5
202,253,2,1.0
202,279,2,4.0
202,280,2,90.5
202,343,2,1.0
202,346,2,0.5
202,383,2,1.0
202,385,2,0.5
202,399,2,0.5
202,420,2,1.5
202,435,2,1.0
202,552,2,1.5
202,590,2,0.5
204,308,2,1.0
204,341,2,4.5
204,387,2,1.0
205,21,2,0.5
205,232,2,0.5
205,250,2,15.0
205,253,2,0.5
205,254,2,0.5
205,255,2,0.5
205,279,2,1.0
205,288,2,0.5
205,299,2,0.5
205,320,2,1.5
205,334,2,2.5
205,353,2,0.5
205,393,2,0.5
205,416,2,1.0
205,551,2,1.0
205,552,2,1.0
205,583,2,1.0
206,30,2,525.0
206,378,2,1.0
207,3,2,0.5
207,15,2,0.5
207,16,2,3.0
207,77,2,0.5
207,109,2,0.5
207,172,2,3.5
207,214,2,0.5
207,279,2,1.5
207,308,2,1.5
207,353,2,0.5
207,354,2,0.5
208,57,2,0.5
208,190,2,22.5
208,444,2,10.0
209,132,2,0.5
209,202,2,3.5
209,385,2,1.0
210,10,2,1.0
210,23,2,0.5
210,67,2,0.5
210,219,2,33.5
210,228,2,1.0
210,247,2,9.0
210,253,2,0.5
210,280,2,1.0
210,299,2,1.5
211,129,2,39.5
212,26,2,5.0
212,29,2,0.5
212,43,2,1.0
212,49,2,1.5
212,105,2,0.5
212,118,2,0.5
212,135,2,0.5
212,141,2,0.5
212,166,2,0.5
212,199,2,1.0
212,213,2,1.0
212,214,2,4.0
212,234,2,0.5
212,241,2,1.0
212,253,2,0.5
212,341,2,0.5
212,385,2,1.0
212,387,2,0.5
212,434,2,1.0
212,446,2,0.5
212,572,2,54.0
213,1,2,0.5
213,42,2,1.0
213,74,2,2.5
213,93,2,1.5
213,141,2,40.0
213,170,2,0.5
213,212,2,1.0
213,234,2,0.5
213,253,2,1.5
213,302,2,0.5
213,331,2,0.5
213,341,2,79.5
213,385,2,3.0
213,434,2,0.5
213,446,2,2.5
214,16,2,0.5
214,26,2,6.5
214,43,2,1.5
214,48,2,0.5
214,72,2,0.5
214,82,2,11.0
214,157,2,3.0
214,166,2,3.0
214,192,2,15.5
214,199,2,2.0
214,207,2,0.5
214,212,2,4.0
214,233,2,0.5
214,340,2,0.5
214,443,2,2.5
215,85,2,0.5
215,334,2,0.5
218,36,2,3.0
218,280,2,0.5
218,285,2,32.0
218,323,2,4.0
218,354,2,2.0
218,379,2,1.0
218,389,2,1.0
218,399,2,6.0
218,435,2,0.5
219,72,2,30.5
219,101,2,2.5
219,210,2,33.5
222,169,2,1.0
223,10,2,3.0
223,147,2,0.5
224,232,2,0.5
224,252,2,0.5
224,282,2,2.0
224,285,2,0.5
224,353,2,6.0
224,366,2,0.5
224,379,2,0.5
224,389,2,0.5
225,576,2,10.5
228,10,2,32.0
228,19,2,0.5
228,26,2,0.5
228,45,2,0.5
228,72,2,0.5
228,85,2,11.0
228,105,2,1.5
228,202,2,1.5
228,210,2,1.0
228,280,2,1.5
228,286,2,2.5
228,323,2,1.0
228,324,2,4.0
228,385,2,0.5
228,395,2,6.0
228,399,2,1.0
228,433,2,1.5
228,435,2,1.0
228,569,2,1.0
229,383,2,2.0
230,440,2,0.5
232,205,2,0.5
232,224,2,0.5
232,280,2,3.5
232,405,2,0.5
233,26,2,2.0
233,101,2,1.5
233,166,2,0.5
233,196,2,0.5
233,199,2,2.0
233,214,2,0.5
233,240,2,1.5
233,287,2,0.5
233,354,2,0.5
233,558,2,0.5
234,21,2,1.5
234,37,2,1.5
234,82,2,0.5
234,99,2,0.5
234,105,2,1.5
234,109,2,0.5
234,174,2,36.5
234,185,2,0.5
234,212,2,0.5
234,213,2,0.5
234,250,2,1.0
234,265,2,1.0
234,279,2,1.5
234,283,2,1.0
234,300,2,2.5
234,310,2,1.0
234,323,2,1.0
234,346,2,5.5
234,350,2,0.5
234,353,2,24.0
234,366,2,0.5
234,379,2,0.5
234,385,2,2.5
234,395,2,3.0
234,399,2,3.0
234,401,2,0.5
234,552,2,3.0
234,590,2,1.5
236,67,2,1.0
236,341,2,8.0
236,413,2,0.5
238,239,2,3.0
239,9,2,0.5
239,12,2,1.0
239,38,2,0.5
239,41,2,0.5
239,67,2,0.5
239,90,2,11.0
239,105,2,2.5
239,118,2,3.0
239,132,2,3.0
239,138,2,1.5
239,143,2,11.5
239,163,2,2.0
239,192,2,14.0
239,196,2,1.0
239,199,2,1.0
239,202,2,0.5
239,238,2,3.0
239,272,2,2.5
239,308,2,38.0
239,314,2,6.0
239,343,2,48.5
239,349,2,0.5
239,354,2,1.0
239,364,2,0.5
239,366,2,46.5
239,383,2,0.5
239,393,2,2.5
239,407,2,0.5
239,409,2,2.0
239,552,2,1.5
240,3,2,0.5
240,9,2,1.0
240,26,2,3.0
240,43,2,9.5
240,138,2,0.5
240,185,2,1.5
240,199,2,3.0
240,233,2,1.5
240,266,2,4.0
240,283,2,1.0
240,286,2,1.0
240,293,2,3.5
240,349,2,1.0
240,558,2,0.5
241,212,2,1.0
241,252,2,5.5
242,2,2,1.5
242,15,2,0.5
242,17,2,1.0
242,31,2,8.0
242,37,2,6.5
242,60,2,5.5
242,61,2,0.5
242,72,2,33.5
242,86,2,0.5
242,104,2,33.0
242,129,2,2.5
242,154,2,13.5
242,280,2,1.5
242,290,2,3.0
242,302,2,0.5
242,313,2,3.5
242,336,2,1.0
242,346,2,2.5
242,349,2,2.5
242,350,2,0.5
242,433,2,2.0
242,434,2,98.0
242,467,2,0.5
242,473,2,2.5
242,576,2,1.5
243,12,2,0.5
243,25,2,0.5
243,37,2,7.5
243,60,2,40.5
243,61,2,0.5
243,146,2,3.5
243,166,2,4.0
243,180,2,3.0
243,194,2,4.0
243,310,2,0.5
243,334,2,0.5
243,336,2,2.0
243,340,2,2.0
243,346,2,1.0
243,353,2,1.0
243,362,2,0.5
243,433,2,1.0
244,67,2,1.0
244,74,2,51.0
244,85,2,3.5
244,172,2,0.5
244,252,2,0.5
244,308,2,0.5
244,336,2,0.5
244,387,2,0.5
244,394,2,1.0
245,83,2,4.5
245,197,2,5.5
245,405,2,4.5
245,455,2,3.0
246,38,2,8.0
246,356,2,12.0
247,78,2,12.0
247,170,2,3.5
247,210,2,9.0
247,252,2,2.0
247,261,2,0.5
247,287,2,8.5
247,299,2,344.5
247,327,2,2.0
249,12,2,2.0
249,393,2,1.0
249,420,2,1.0
250,54,2,0.5
250,57,2,0.5
250,74,2,1.0
250,92,2,2.0
250,101,2,0.5
250,122,2,0.5
250,132,2,1.0
250,172,2,2.5
250,181,2,3.0
250,185,2,0.5
250,205,2,15.0
250,234,2,1.0
250,252,2,2.5
250,265,2,2.5
250,282,2,1.0
250,308,2,0.5
250,310,2,0.5
250,343,2,0.5
250,353,2,0.5
250,366,2,1.0
250,551,2,2.0
251,558,2,2.0
252,74,2,0.5
252,99,2,2.5
252,100,2,0.5
252,105,2,0.5
252,153,2,4.0
252,170,2,24.5
252,185,2,3.0
252,224,2,0.5
252,241,2,5.5
252,244,2,0.5
252,247,2,2.0
252,250,2,2.5
252,272,2,0.5
252,282,2,1.0
252,286,2,0.5
252,287,2,1.0
252,293,2,1.5
252,299,2,2.5
252,353,2,0.5
252,366,2,0.5
252,590,2,0.5
253,1,2,8.0
253,9,2,4.0
253,15,2,123.5
253,21,2,0.5
253,31,2,18.5
253,36,2,1.0
253,57,2,1.5
253,67,2,1.5
253,100,2,1.5
253,101,2,0.5
253,134,2,1.0
253,142,2,0.5
253,154,2,0.5
253,198,2,4.0
253,202,2,1.0
253,205,2,0.5
253,210,2,0.5
253,212,2,0.5
253,213,2,1.5
253,254,2,1.0
253,280,2,1.0
253,297,2,0.5
253,341,2,0.5
253,343,2,0.5
253,366,2,1.0
253,383,2,2.0
253,387,2,0.5
253,397,2,0.5
253,420,2,1.0
253,446,2,2.5
253,486,2,0.5
254,43,2,1.5
254,45,2,1.0
254,67,2,0.5
254,78,2,1.5
254,93,2,0.5
254,101,2,0.5
254,122,2,1.5
254,141,2,0.5
254,185,2,1.5
254,200,2,30.5
254,205,2,0.5
254,253,2,1.0
254,262,2,1.0
254,286,2,0.5
254,297,2,0.5
254,305,2,0.5
254,310,2,2.0
254,319,2,1.0
254,356,2,4.5
254,366,2,0.5
254,389,2,7.5
254,411,2,1.5
254,432,2,1.0
254,440,2,0.5
254,467,2,4.5
254,551,2,0.5
255,35,2,2.5
255,47,2,2.5
255,61,2,0.5
255,67,2,1.0
255,75,2,1.0
255,82,2,0.5
255,100,2,0.5
255,109,2,0.5
255,113,2,0.5
255,140,2,2.5
255,188,2,0.5
255,190,2,0.5
255,205,2,0.5
255,265,2,1.0
255,282,2,3.5
255,297,2,0.5
255,312,2,0.5
255,319,2,1.5
255,334,2,3.5
255,345,2,2.0
255,350,2,0.5
255,356,2,1.5
255,393,2,1.0
255,416,2,1.5
255,447,2,1.5
255,454,2,0.5
255,467,2,1.0
255,552,2,0.5
255,574,2,9.0
256,105,2,2.0
258,57,2,0.5
258,82,2,1.0
258,129,2,0.5
258,282,2,0.5
258,288,2,0.5
258,308,2,0.5
258,310,2,7.5
258,418,2,0.5
258,558,2,2.5
260,129,2,2.5
261,247,2,0.5
261,286,2,7.0
261,299,2,4.5
262,43,2,0.5
262,45,2,3.5
262,54,2,1.5
262,57,2,1.0
262,74,2,0.5
262,78,2,4.0
262,120,2,2.0
262,141,2,0.5
262,170,2,0.5
262,185,2,0.5
262,254,2,1.0
262,319,2,0.5
262,334,2,1.0
262,341,2,4.0
262,364,2,0.5
262,389,2,2.0
262,416,2,1.5
262,446,2,0.5
262,467,2,3.5
262,576,2,3.5
264,190,2,1.0
265,12,2,0.5
265,54,2,1.5
265,57,2,1.0
265,61,2,0.5
265,181,2,7.0
265,234,2,1.0
265,250,2,2.5
265,255,2,1.0
265,279,2,0.5
265,331,2,0.5
265,389,2,0.5
265,551,2,1.0
266,240,2,4.0
266,385,2,0.5
266,393,2,0.5
267,308,2,2.0
267,341,2,3.0
267,387,2,1.5
269,27,2,22.0
269,75,2,10.5
269,198,2,1.5
269,388,2,20.0
271,288,2,6.0
272,12,2,13.0
272,38,2,205.0
272,49,2,1.5
272,67,2,1.0
272,90,2,45.0
272,100,2,9.5
272,138,2,1.0
272,142,2,257.5
272,239,2,2.5
272,252,2,0.5
272,279,2,2.0
272,300,2,7.0
272,305,2,0.5
272,314,2,2.0
272,336,2,1.0
272,366,2,1.0
272,387,2,0.5
272,552,2,2.5
273,319,2,8.5
274,38,2,1.0
274,61,2,1.0
274,90,2,3.0
274,190,2,2.5
274,196,2,0.5
274,286,2,0.5
274,343,2,3.0
274,486,2,1.5
279,12,2,1.5
279,16,2,1.0
279,21,2,1.5
279,77,2,4.0
279,90,2,2.0
279,118,2,1.5
279,122,2,0.5
279,132,2,1.0
279,138,2,0.5
279,170,2,1.5
279,202,2,4.0
279,205,2,1.0
279,207,2,1.5
279,234,2,1.5
279,265,2,0.5
279,272,2,2.0
279,310,2,2.5
279,314,2,1.5
279,340,2,0.5
279,345,2,0.5
279,350,2,2.0
279,353,2,0.5
279,354,2,0.5
279,366,2,19.5
279,385,2,26.5
279,393,2,0.5
279,395,2,4.0
279,434,2,0.5
279,552,2,2.0
279,558,2,1.0
280,36,2,49.0
280,72,2,1.0
280,100,2,0.5
280,105,2,1.0
280,129,2,99.5
280,157,2,4.0
280,202,2,90.5
280,210,2,1.0
280,218,2,0.5
280,228,2,1.5
280,232,2,3.5
280,242,2,1.5
280,253,2,1.0
280,285,2,0.5
280,354,2,2.0
280,364,2,0.5
280,366,2,0.5
280,389,2,0.5
280,395,2,0.5
280,420,2,6.0
280,433,2,0.5
280,435,2,2.5
280,446,2,1.5
280,552,2,0.5
281,38,2,0.5
282,12,2,0.5
282,75,2,0.5
282,99,2,0.5
282,138,2,0.5
282,154,2,0.5
282,224,2,2.0
282,250,2,1.0
282,252,2,1.0
282,255,2,3.5
282,258,2,0.5
282,302,2,0.5
282,313,2,7.5
282,334,2,0.5
282,345,2,0.5
282,353,2,2.0
282,366,2,0.5
282,367,2,3.0
282,368,2,1.0
282,447,2,3.5
282,456,2,0.5
282,486,2,1.0
282,558,2,14.5
283,234,2,1.0
283,240,2,1.0
283,352,2,3.5
283,353,2,0.5
284,383,2,22.0
284,399,2,6.5
284,417,2,2.0
285,47,2,0.5
285,77,2,15.0
285,86,2,64.0
285,167,2,24.5
285,178,2,3.0
285,181,2,6.5
285,199,2,0.5
285,218,2,32.0
285,224,2,0.5
285,280,2,0.5
285,323,2,7.5
285,343,2,0.5
285,349,2,0.5
285,354,2,2.5
285,372,2,0.5
285,379,2,2.5
285,389,2,1.0
285,391,2,0.5
285,399,2,5.0
285,420,2,0.5
286,3,2,1.5
286,16,2,2.5
286,17,2,0.5
286,33,2,1.5
286,37,2,0.5
286,38,2,0.5
286,43,2,0.5
286,78,2,1.0
